Part_Desc_,Rework,Work_Order_Qty,Case ID,label,Activity,Resource,Report_Type,Resource.1,Qty_Completed,Qty_for_MRB,activity_duration,Complete Timestamp,timesincemidnight,month,weekday,hour,timesincelastevent,timesincecasestart,event_nr,open_cases
Ballnut,missing,64,Case249,deviant,Turning & Milling - Machine 8,ID4932,D,Machine 8 - Turning & Milling,6,0,129,2012-01-15 22:15:00,1335,1,6,22,257,4750,6,28
Ballnut,missing,64,Case249,deviant,Turning & Milling Q.C.,ID4287,D,Quality Check 1,63,0,100,2012-01-16 08:40:00,520,1,0,8,625,5375,7,30
Ballnut,missing,64,Case249,deviant,Flat Grinding - Machine 11,ID0998,D,Machine 11 - Grinding,63,0,149,2012-01-16 16:08:00,968,1,0,16,448,5823,8,31
Ballnut,missing,64,Case249,deviant,Lapping - Machine 1,ID0998,D,Machine 1 - Lapping,63,0,74,2012-01-16 17:22:00,1042,1,0,17,74,5897,9,30
Ballnut,missing,64,Case249,deviant,Round Grinding - Manual,ID4872,S,Machine 27 - Grinding,0,0,44,2012-01-17 13:32:00,812,1,1,13,1210,7107,10,31
Ballnut,missing,64,Case249,deviant,Round Grinding - Machine 2,ID4385,S,Machine 2 - Round Grinding,0,0,234,2012-01-18 00:53:00,53,1,2,0,681,7788,11,36
Ballnut,missing,64,Case249,deviant,Round Grinding - Machine 2,ID4385,D,Machine 2 - Round Grinding,5,0,74,2012-01-18 02:07:00,127,1,2,2,74,7862,12,36
Ballnut,missing,64,Case249,deviant,Round Grinding - Machine 2,ID4355,D,Machine 2 - Round Grinding,29,0,540,2012-01-18 16:03:00,963,1,2,16,836,8698,13,36
Ballnut,missing,64,Case249,deviant,Round Grinding - Machine 2,ID4385,D,Machine 2 - Round Grinding,7,0,111,2012-01-18 17:57:00,1077,1,2,17,114,8812,14,37
Ballnut,missing,64,Case249,deviant,Round Grinding - Machine 2,ID4528,D,Machine 2 - Round Grinding,22,0,364,2012-01-19 02:22:00,142,1,3,2,505,9317,15,37
Ballnut,missing,64,Case249,deviant,Laser Marking - Machine 7,ID4872,D,Machine 7- Laser Marking,1,0,1,2012-01-19 07:40:00,460,1,3,7,318,9635,16,36
Ballnut,missing,64,Case249,deviant,Laser Marking - Machine 7,ID4872,D,Machine 7- Laser Marking,62,0,51,2012-01-19 08:31:00,511,1,3,8,51,9686,17,36
Ballnut,missing,64,Case249,deviant,Final Inspection Q.C.,ID4287,D,Quality Check 1,0,0,250,2012-01-19 11:10:00,670,1,3,11,159,9845,18,35
Ballnut,missing,64,Case249,deviant,Packing,ID4491,D,Packing,62,0,60,2012-01-22 01:00:00,60,1,6,1,3710,13555,19,34
Plug,missing,13,Case25,deviant,Turning & Milling - Machine 5,ID4429,S,Machine 5 - Turning & Milling,4,0,233,2012-01-19 12:26:00,746,1,3,12,0,0,1,35
Plug,missing,13,Case25,deviant,Turning & Milling - Machine 5,ID4429,D,Machine 5 - Turning & Milling,9,0,194,2012-01-19 15:41:00,941,1,3,15,195,195,2,35
Plug,missing,13,Case25,deviant,Turning & Milling - Machine 5,ID4429,S,Machine 5 - Turning & Milling,0,0,287,2012-01-24 17:09:00,1029,1,1,17,7288,7483,3,34
Plug,missing,13,Case25,deviant,Turning & Milling - Machine 5,ID4529,S,Machine 5 - Turning & Milling,1,0,517,2012-01-25 04:45:00,285,1,2,4,696,8179,4,34
Plug,missing,13,Case25,deviant,Turning & Milling - Machine 5,ID4529,D,Machine 5 - Turning & Milling,7,0,101,2012-01-25 06:27:00,387,1,2,6,102,8281,5,34
Plug,missing,13,Case25,deviant,Turning & Milling - Machine 5,ID4429,D,Machine 5 - Turning & Milling,5,0,145,2012-01-25 09:20:00,560,1,2,9,173,8454,6,33
Plug,missing,13,Case25,deviant,Turning & Milling Q.C.,ID4163,D,Quality Check 1,13,0,100,2012-01-27 08:40:00,520,1,4,8,2840,11294,7,33
Plug,missing,13,Case25,deviant,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,13,0,24,2012-01-29 09:26:00,566,1,6,9,2926,14220,8,32
Plug,missing,13,Case25,deviant,Lapping - Machine 1,ID4882,D,Machine 1 - Lapping,0,0,75,2012-01-30 01:15:00,75,1,0,1,949,15169,9,29
Plug,missing,13,Case25,deviant,Lapping - Machine 1,ID4882,D,Machine 1 - Lapping,1,0,5,2012-01-30 09:07:00,547,1,0,9,472,15641,10,30
Plug,missing,13,Case25,deviant,Lapping - Machine 1,ID4882,D,Machine 1 - Lapping,12,0,55,2012-01-30 10:04:00,604,1,0,10,57,15698,11,30
Plug,missing,13,Case25,deviant,Round Grinding - Manual,ID4872,S,Machine 27 - Grinding,0,0,75,2012-01-30 10:20:00,620,1,0,10,16,15714,12,30
Plug,missing,13,Case25,deviant,Round Grinding - Manual,ID4872,S,Machine 27 - Grinding,0,0,150,2012-01-30 11:36:00,696,1,0,11,76,15790,13,28
Plug,missing,13,Case25,deviant,Round Grinding - Manual,ID4872,D,Machine 27 - Grinding,1,0,257,2012-01-30 15:53:00,953,1,0,15,257,16047,14,29
Plug,missing,13,Case25,deviant,Round Grinding - Manual,ID4528,D,Machine 27 - Grinding,5,0,469,2012-01-30 23:58:00,1438,1,0,23,485,16532,15,32
Plug,missing,13,Case25,deviant,Round Grinding - Manual,ID4528,D,Machine 27 - Grinding,2,0,64,2012-01-31 23:29:00,1409,1,1,23,1411,17943,16,32
Plug,missing,13,Case25,deviant,Round Grinding - Manual,ID4872,D,Machine 27 - Grinding,5,0,240,2012-02-01 11:26:00,686,2,2,11,717,18660,17,33
Plug,missing,13,Case25,deviant,Round Grinding - Q.C.,ID4287,D,Quality Check 1,13,0,160,2012-02-01 13:50:00,830,2,2,13,144,18804,18,32
Plug,missing,13,Case25,deviant,Round Grinding - Q.C.,ID4163,D,Quality Check 1,0,0,40,2012-02-13 08:40:00,520,2,0,8,16970,35774,19,35
Plug,missing,13,Case25,deviant,Round Grinding - Q.C.,ID4163,D,Quality Check 1,0,0,90,2012-02-13 10:30:00,630,2,0,10,110,35884,20,34
Plug,missing,13,Case25,deviant,Lapping - Machine 1,ID0998,D,Machine 1 - Lapping,2,0,23,2012-02-26 09:56:00,596,2,6,9,18686,54570,21,24
Plug,missing,13,Case25,deviant,Round Grinding - Machine 3,ID4355,S,Machine 3 - Round Grinding,0,0,131,2012-02-26 18:06:00,1086,2,6,18,490,55060,22,23
Plug,missing,13,Case25,deviant,Round Grinding - Machine 3,ID4385,D,Machine 3 - Round Grinding,2,0,70,2012-02-26 21:49:00,1309,2,6,21,223,55283,23,23
Barrel,missing,32,Case250,regular,Milling - Machine 16,ID4326,S,Machine 16 - Milling,0,0,510,2012-01-03 16:00:00,960,1,1,16,0,0,1,17
Barrel,missing,32,Case250,regular,Milling - Machine 16,ID4326,S,Machine 16 - Milling,0,0,240,2012-01-04 18:00:00,1080,1,2,18,1560,1560,2,21
Barrel,missing,32,Case250,regular,Final Inspection Q.C.,ID4163,D,Quality Check 1,0,0,350,2012-01-05 12:50:00,770,1,3,12,1130,2690,3,19
Barrel,missing,32,Case250,regular,Milling - Machine 16,ID4326,D,Machine 16 - Milling,8,0,540,2012-01-05 16:00:00,960,1,3,16,190,2880,4,21
Barrel,missing,32,Case250,regular,Milling - Machine 16,ID4326,D,Machine 16 - Milling,7,0,360,2012-01-06 13:00:00,780,1,4,13,1260,4140,5,21
Barrel,missing,32,Case250,regular,Milling - Machine 16,ID4326,D,Machine 16 - Milling,17,0,670,2012-01-08 17:59:00,1079,1,6,17,3179,7319,6,25
Barrel,missing,32,Case250,regular,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,32,0,75,2012-01-09 15:47:00,947,1,0,15,1308,8627,7,28
Barrel,missing,32,Case250,regular,Final Inspection Q.C.,ID4163,D,Quality Check 1,0,0,100,2012-01-10 08:40:00,520,1,1,8,0,9640,8,29
Barrel,missing,32,Case250,regular,Final Inspection Q.C.,ID4163,D,Quality Check 1,32,0,100,2012-01-10 08:40:00,520,1,1,8,0,9640,9,29
Barrel,missing,32,Case250,regular,Final Inspection Q.C.,ID4163,D,Quality Check 1,0,0,19,2012-01-10 08:40:00,520,1,1,8,1013,9640,10,29
Barrel,Y,32,Case250,regular,Final Inspection Q.C.,ID4163,D,Quality Check 1,0,0,230,2012-01-10 12:50:00,770,1,1,12,250,9890,11,29
Barrel,Y,32,Case250,regular,Final Inspection Q.C.,ID4163,D,Quality Check 1,0,0,90,2012-01-10 14:50:00,890,1,1,14,120,10010,12,29
Barrel,Y,32,Case250,regular,Final Inspection Q.C.,ID4163,D,Quality Check 1,0,0,180,2012-01-10 18:00:00,1080,1,1,18,190,10200,13,29
Barrel,Y,32,Case250,regular,Packing,ID4820,D,Packing,32,0,60,2012-01-12 01:00:00,60,1,3,1,1860,12060,14,30
Cable Head,missing,5,Case251,regular,Turning & Milling - Machine 5,ID4429,S,Machine 5 - Turning & Milling,0,0,71,2012-01-08 16:15:00,975,1,6,16,0,0,1,25
Cable Head,missing,5,Case251,regular,Turning & Milling - Machine 5,ID4932,S,Machine 5 - Turning & Milling,1,0,278,2012-01-09 11:28:00,688,1,0,11,1153,1153,2,30
Cable Head,missing,5,Case251,regular,Turning & Milling - Machine 5,ID4932,D,Machine 5 - Turning & Milling,4,0,88,2012-01-09 12:56:00,776,1,0,12,88,1241,3,28
Cable Head,missing,5,Case251,regular,Turning & Milling Q.C.,ID4163,D,Quality Check 1,5,0,81,2012-01-10 08:21:00,501,1,1,8,1165,2406,4,29
Cable Head,missing,5,Case251,regular,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,5,0,12,2012-01-10 09:22:00,562,1,1,9,61,2467,5,29
Cable Head,missing,5,Case251,regular,Turning & Milling Q.C.,ID4163,D,Quality Check 1,0,0,80,2012-01-10 16:10:00,970,1,1,16,408,2875,6,29
Cable Head,missing,5,Case251,regular,Lapping - Machine 1,ID4882,D,Machine 1 - Lapping,5,0,20,2012-02-14 15:27:00,927,2,1,15,50357,53232,7,28
Cable Head,missing,5,Case251,regular,other,other,D,other,5,0,107,2012-02-19 23:29:00,1409,2,6,23,7682,60914,8,29
Cable Head,missing,5,Case251,regular,Final Inspection Q.C.,ID4163,D,Quality Check 1,0,0,230,2012-02-20 12:50:00,770,2,0,12,801,61715,9,28
Cable Head,missing,5,Case251,regular,Final Inspection Q.C.,ID4163,D,Quality Check 1,0,0,100,2012-02-21 08:40:00,520,2,1,8,1190,62905,10,26
Cable Head,missing,5,Case251,regular,other,other,D,other,0,0,114,2012-02-21 14:19:00,859,2,1,14,339,63244,11,25
Cable Head,missing,5,Case251,regular,Packing,ID4820,D,Packing,5,0,60,2012-02-23 01:00:00,60,2,3,1,2081,65325,12,26
Cable Head,missing,5,Case251,regular,Final Inspection Q.C.,ID4163,D,Quality Check 1,0,0,90,2012-02-23 10:30:00,630,2,3,10,570,65895,13,25
Cable Head,missing,5,Case251,regular,Final Inspection Q.C.,ID4163,D,Quality Check 1,5,0,15,2012-02-23 13:35:00,815,2,3,13,185,66080,14,23
Ballnut,missing,12,Case252,regular,Turning & Milling - Machine 6,ID4794,S,Machine 6 - Turning & Milling,2,0,13,2012-01-24 07:17:00,437,1,1,7,0,0,1,33
Ballnut,missing,12,Case252,regular,Turning & Milling - Machine 6,ID4794,S,Machine 6 - Turning & Milling,0,0,137,2012-01-24 09:35:00,575,1,1,9,138,138,2,33
Ballnut,missing,12,Case252,regular,Turning & Milling - Machine 6,ID4618,D,Machine 6 - Turning & Milling,0,0,148,2012-01-24 09:48:00,588,1,1,9,13,151,3,33
Ballnut,missing,12,Case252,regular,Turning & Milling Q.C.,ID4618,D,Quality Check 1,0,0,27,2012-01-25 07:17:00,437,1,2,7,1289,1440,4,34
Ballnut,missing,12,Case252,regular,Turning & Milling - Machine 6,ID4794,D,Machine 6 - Turning & Milling,10,0,413,2012-01-26 13:55:00,835,1,3,13,1838,3278,5,33
Ballnut,missing,12,Case252,regular,Turning & Milling Q.C.,ID4618,D,Quality Check 1,12,0,2,2012-01-26 15:20:00,920,1,3,15,85,3363,6,33
Ballnut,missing,12,Case252,regular,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,12,0,20,2012-01-27 08:20:00,500,1,4,8,1020,4383,7,33
Ballnut,missing,12,Case252,regular,Lapping - Machine 1,ID0998,D,Machine 1 - Lapping,12,0,100,2012-01-27 10:00:00,600,1,4,10,100,4483,8,33
Ballnut,missing,12,Case252,regular,Final Inspection Q.C.,ID4618,D,Quality Check 1,0,0,37,2012-01-27 12:57:00,777,1,4,12,177,4660,9,32
Ballnut,missing,12,Case252,regular,Final Inspection Q.C.,ID4493,D,Quality Check 1,12,0,1,2012-01-29 07:22:00,442,1,6,7,2545,7205,10,32
Ballnut,missing,12,Case252,regular,Packing,ID4820,D,Packing,12,0,60,2012-01-30 01:00:00,60,1,0,1,1058,8263,11,29
other,missing,16,Case253,deviant,Turning & Milling - Machine 9,ID4641,S,Machine 9 - Turning & Milling,1,0,208,2012-01-09 05:49:00,349,1,0,5,0,0,1,29
other,missing,16,Case253,deviant,Turning & Milling - Machine 9,ID4641,D,Machine 9 - Turning & Milling,2,0,66,2012-01-09 06:55:00,415,1,0,6,66,66,2,30
other,missing,16,Case253,deviant,Turning & Milling Q.C.,ID4618,D,Quality Check 1,0,0,59,2012-01-09 08:03:00,483,1,0,8,68,134,3,30
other,missing,16,Case253,deviant,Turning & Milling - Machine 9,ID3846,D,Machine 9 - Turning & Milling,13,0,156,2012-01-09 09:46:00,586,1,0,9,103,237,4,29
Spur Gear,missing,225,Case254,regular,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,225,0,120,2012-01-02 12:15:00,735,1,0,12,0,0,1,5
Spur Gear,missing,225,Case254,regular,Flat Grinding - Machine 11,ID0998,D,Machine 11 - Grinding,100,0,120,2012-01-02 16:00:00,960,1,0,16,225,225,2,8
Spur Gear,missing,225,Case254,regular,Flat Grinding - Machine 11,ID0998,D,Machine 11 - Grinding,50,0,79,2012-01-03 18:23:00,1103,1,1,18,1583,1808,3,18
Spur Gear,missing,225,Case254,regular,Flat Grinding - Machine 11,ID4882,D,Machine 11 - Grinding,75,0,86,2012-01-04 11:54:00,714,1,2,11,1051,2859,4,19
Spur Gear,missing,225,Case254,regular,Final Inspection Q.C.,ID4618,D,Quality Check 1,0,0,31,2012-01-04 15:57:00,957,1,2,15,243,3102,5,20
Spur Gear,missing,225,Case254,regular,Packing,ID4820,D,Packing,225,0,60,2012-01-06 01:00:00,60,1,4,1,1983,5085,6,20
Spur Gear,missing,225,Case254,regular,Final Inspection Q.C.,ID4618,D,Quality Check 1,225,0,1,2012-01-06 10:25:00,625,1,4,10,565,5650,7,20
other,missing,40,Case255,regular,Turning - Machine 8,ID0997,D,Machine 15 - Turning,40,0,660,2012-01-02 18:00:00,1080,1,0,18,0,0,1,10
other,missing,40,Case255,regular,Turning Q.C.,ID4618,D,Quality Check 1,40,0,75,2012-01-05 15:13:00,913,1,3,15,4153,4153,2,19
other,missing,40,Case255,regular,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,40,0,45,2012-01-10 10:07:00,607,1,1,10,6894,11047,3,28
other,missing,40,Case255,regular,Final Inspection Q.C.,ID4618,D,Quality Check 1,40,0,60,2012-01-11 11:22:00,682,1,2,11,1515,12562,4,31
other,missing,40,Case255,regular,Packing,ID4820,D,Packing,40,0,60,2012-01-16 01:00:00,60,1,0,1,6578,19140,5,27
Spinner,missing,100,Case256,deviant,Turning - Machine 8,ID0997,D,Machine 15 - Turning,20,0,90,2012-01-16 17:51:00,1071,1,0,17,0,0,1,31
Spinner,missing,100,Case256,deviant,Turning - Machine 8,ID4932,D,Machine 15 - Turning,45,0,353,2012-01-17 02:04:00,124,1,1,2,493,493,2,32
Spinner,missing,100,Case256,deviant,Turning - Machine 8,ID4794,D,Machine 15 - Turning,35,0,257,2012-01-17 06:21:00,381,1,1,6,257,750,3,32
Spinner,missing,100,Case256,deviant,Turning Q.C.,ID4287,D,Quality Check 1,100,0,140,2012-01-17 12:50:00,770,1,1,12,389,1139,4,31
Spinner,missing,100,Case256,deviant,Turning - Machine 8,ID0997,S,Machine 8 - Turning & Milling,0,0,120,2012-01-17 15:00:00,900,1,1,15,130,1269,5,32
Spinner,missing,100,Case256,deviant,Turning - Machine 8,ID4219,S,Machine 8 - Turning & Milling,1,0,80,2012-01-17 18:08:00,1088,1,1,18,188,1457,6,35
Spinner,missing,100,Case256,deviant,Turning - Machine 8,ID4219,D,Machine 8 - Turning & Milling,0,0,31,2012-01-17 18:40:00,1120,1,1,18,32,1489,7,35
Spinner,missing,100,Case256,deviant,Turning - Machine 8,ID4219,D,Machine 8 - Turning & Milling,8,0,4,2012-01-17 18:45:00,1125,1,1,18,5,1494,8,35
Spinner,missing,100,Case256,deviant,Turning - Machine 8,ID4794,D,Machine 8 - Turning & Milling,26,0,621,2012-01-18 06:31:00,391,1,2,6,706,2200,9,36
Spinner,missing,100,Case256,deviant,Turning - Machine 8,ID0997,D,Machine 8 - Turning & Milling,65,0,469,2012-01-18 14:59:00,899,1,2,14,508,2708,10,36
Spinner,missing,100,Case256,deviant,Turning Q.C.,ID4287,D,Quality Check 1,100,0,110,2012-01-18 15:50:00,950,1,2,15,51,2759,11,36
Spinner,missing,100,Case256,deviant,Turning & Milling - Machine 10,ID4132,S,Machine 10 - Grinding,1,0,435,2012-01-30 15:21:00,921,1,0,15,17251,20010,12,29
Spinner,missing,100,Case256,deviant,Turning & Milling Q.C.,ID4287,D,Quality Check 1,0,0,144,2012-01-30 17:54:00,1074,1,0,17,153,20163,13,31
Spinner,missing,100,Case256,deviant,Turning & Milling - Machine 10,ID4132,S,Machine 10 - Grinding,1,0,232,2012-01-31 11:39:00,699,1,1,11,1065,21228,14,30
Cable Head,missing,150,Case257,deviant,Turning & Milling - Machine 5,ID4794,S,Machine 5 - Turning & Milling,0,0,127,2012-01-11 09:42:00,582,1,2,9,0,0,1,30
Cable Head,missing,150,Case257,deviant,Turning & Milling - Machine 5,ID4932,S,Machine 5 - Turning & Milling,1,0,183,2012-01-11 15:48:00,948,1,2,15,366,366,2,30
Cable Head,missing,150,Case257,deviant,Turning & Milling - Machine 5,ID4429,D,Machine 5 - Turning & Milling,10,0,95,2012-01-11 17:24:00,1044,1,2,17,96,462,3,30
Cable Head,missing,150,Case257,deviant,Turning & Milling - Machine 5,ID4718,D,Machine 5 - Turning & Milling,20,0,175,2012-01-11 21:04:00,1264,1,2,21,220,682,4,30
Cable Head,missing,150,Case257,deviant,Turning & Milling - Machine 5,ID4529,D,Machine 5 - Turning & Milling,75,0,596,2012-01-12 07:00:00,420,1,3,7,596,1278,5,30
Cable Head,missing,150,Case257,deviant,Turning & Milling - Machine 5,ID4429,D,Machine 5 - Turning & Milling,18,0,239,2012-01-12 11:07:00,667,1,3,11,247,1525,6,28
Cable Head,missing,150,Case257,deviant,Turning & Milling - Machine 5,ID4529,D,Machine 5 - Turning & Milling,26,0,409,2012-01-13 06:27:00,387,1,4,6,1160,2685,7,30
Cable Head,missing,150,Case257,deviant,Turning & Milling - Machine 5,ID4429,D,Machine 5 - Turning & Milling,23,0,329,2012-01-13 12:38:00,758,1,4,12,371,3056,8,29
Cable Head,missing,150,Case257,deviant,Turning & Milling - Machine 5,ID4794,D,Machine 5 - Turning & Milling,36,0,540,2012-01-14 22:00:00,1320,1,5,22,2002,5058,9,29
Cable Head,missing,150,Case257,deviant,Turning & Milling - Machine 5,ID4529,D,Machine 5 - Turning & Milling,0,0,735,2012-01-15 01:15:00,75,1,6,1,195,5253,10,28
Cable Head,missing,150,Case257,deviant,Turning & Milling - Machine 5,ID4794,D,Machine 5 - Turning & Milling,28,0,424,2012-01-15 05:59:00,359,1,6,5,284,5537,11,28
Cable Head,missing,150,Case257,deviant,Turning & Milling - Machine 5,ID4932,D,Machine 5 - Turning & Milling,36,0,595,2012-01-15 09:55:00,595,1,6,9,236,5773,12,29
Cable Head,missing,150,Case257,deviant,Turning & Milling - Machine 5,ID4429,D,Machine 5 - Turning & Milling,27,0,363,2012-01-15 14:43:00,883,1,6,14,288,6061,13,29
Ballnut,missing,50,Case258,deviant,Turning & Milling - Machine 6,ID4794,S,Machine 6 - Turning & Milling,1,0,224,2012-01-17 00:00:00,0,1,1,0,0,0,1,32
Ballnut,missing,50,Case258,deviant,Turning & Milling - Machine 6,ID4794,D,Machine 6 - Turning & Milling,1,0,109,2012-01-17 01:50:00,110,1,1,1,110,110,2,32
Ballnut,missing,50,Case258,deviant,Turning & Milling - Machine 6,ID4529,D,Machine 6 - Turning & Milling,3,0,107,2012-01-17 13:13:00,793,1,1,13,683,793,3,31
Ballnut,missing,50,Case258,deviant,Turning & Milling - Machine 6,ID4529,S,Machine 6 - Turning & Milling,0,0,26,2012-01-18 07:41:00,461,1,2,7,1108,1901,4,36
Ballnut,missing,50,Case258,deviant,Turning & Milling - Machine 6,ID4529,S,Machine 6 - Turning & Milling,2,0,270,2012-01-18 15:11:00,911,1,2,15,450,2351,5,36
Ballnut,missing,50,Case258,deviant,Turning & Milling - Machine 6,ID4529,D,Machine 6 - Turning & Milling,5,0,47,2012-01-18 15:59:00,959,1,2,15,48,2399,6,36
Ballnut,missing,50,Case258,deviant,Turning & Milling - Machine 6,ID4794,D,Machine 6 - Turning & Milling,38,0,619,2012-01-19 06:29:00,389,1,3,6,870,3269,7,36
Ballnut,missing,50,Case258,deviant,Turning & Milling Q.C.,ID4618,D,Quality Check 1,0,0,162,2012-01-19 09:35:00,575,1,3,9,186,3455,8,35
Ballnut,missing,50,Case258,deviant,Turning & Milling Q.C.,ID4618,D,Quality Check 1,50,0,34,2012-01-20 07:31:00,451,1,4,7,1316,4771,9,35
Ballnut,missing,50,Case258,deviant,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,50,0,41,2012-01-30 10:29:00,629,1,0,10,14578,19349,10,30
Ballnut,missing,50,Case258,deviant,Turning & Milling Q.C.,ID4618,D,Quality Check 1,0,0,15,2012-01-30 11:00:00,660,1,0,11,31,19380,11,28
Ballnut,missing,50,Case258,deviant,Lapping - Machine 1,ID0998,D,Machine 1 - Lapping,50,0,290,2012-01-30 15:19:00,919,1,0,15,259,19639,12,29
Ballnut,missing,50,Case258,deviant,Final Inspection Q.C.,ID4618,D,Quality Check 1,0,0,309,2012-02-01 16:08:00,968,2,2,16,2929,22568,13,32
Drill,missing,325,Case259,deviant,Turning & Milling - Machine 10,ID4641,S,Machine 10 - Grinding,0,0,240,2012-01-17 15:00:00,900,1,1,15,0,0,1,32
Drill,missing,325,Case259,deviant,Turning & Milling - Machine 10,ID4641,D,Machine 10 - Grinding,2,0,55,2012-01-17 15:55:00,955,1,1,15,55,55,2,33
Drill,missing,325,Case259,deviant,Turning & Milling - Machine 10,ID4132,D,Machine 10 - Grinding,18,0,430,2012-01-17 23:42:00,1422,1,1,23,467,522,3,36
Drill,missing,325,Case259,deviant,Turning & Milling - Machine 10,ID4794,D,Machine 10 - Grinding,17,0,407,2012-01-18 06:37:00,397,1,2,6,415,937,4,36
Drill,missing,325,Case259,deviant,Turning & Milling - Machine 10,ID4641,D,Machine 10 - Grinding,4,0,80,2012-01-18 08:30:00,510,1,2,8,113,1050,5,36
Drill,missing,325,Case259,deviant,Turning & Milling - Machine 10,ID4132,S,Machine 10 - Grinding,1,0,102,2012-01-18 19:48:00,1188,1,2,19,678,1728,6,37
Drill,missing,325,Case259,deviant,Turning & Milling - Machine 10,ID4132,D,Machine 10 - Grinding,1,0,16,2012-01-18 20:05:00,1205,1,2,20,17,1745,7,37
Drill,missing,325,Case259,deviant,Turning & Milling - Machine 10,ID4794,D,Machine 10 - Grinding,26,0,621,2012-01-19 06:30:00,390,1,3,6,625,2370,8,36
Drill,missing,325,Case259,deviant,Turning & Milling - Machine 10,ID4132,S,Machine 10 - Grinding,1,0,122,2012-01-19 21:25:00,1285,1,3,21,895,3265,9,35
Drill,missing,325,Case259,deviant,Turning & Milling - Machine 10,ID4794,D,Machine 10 - Grinding,22,0,562,2012-01-20 06:48:00,408,1,4,6,563,3828,10,35
Drill,missing,325,Case259,deviant,Turning & Milling - Machine 10,ID3846,D,Machine 10 - Grinding,8,0,143,2012-01-20 09:21:00,561,1,4,9,153,3981,11,35
Drill,missing,325,Case259,deviant,Turning & Milling - Machine 10,ID4641,D,Machine 10 - Grinding,12,0,287,2012-01-22 06:33:00,393,1,6,6,2712,6693,12,33
Drill,missing,325,Case259,deviant,Turning & Milling - Machine 10,ID4132,D,Machine 10 - Grinding,2,0,31,2012-01-22 09:01:00,541,1,6,9,148,6841,13,33
Drill,missing,325,Case259,deviant,Turning & Milling - Machine 10,ID3846,D,Machine 10 - Grinding,27,0,524,2012-01-22 17:47:00,1067,1,6,17,526,7367,14,34
Drill,missing,325,Case259,deviant,Turning & Milling - Machine 10,ID4641,D,Machine 10 - Grinding,26,0,625,2012-01-23 06:44:00,404,1,0,6,777,8144,15,32
Drill,missing,325,Case259,deviant,Turning & Milling Q.C.,ID4618,D,Quality Check 1,0,0,60,2012-01-23 07:54:00,474,1,0,7,70,8214,16,33
Drill,missing,325,Case259,deviant,Turning & Milling - Machine 10,ID4641,S,Machine 10 - Grinding,1,0,92,2012-01-23 21:48:00,1308,1,0,21,834,9048,17,35
Drill,missing,325,Case259,deviant,Turning & Milling - Machine 10,ID4641,D,Machine 10 - Grinding,20,0,559,2012-01-24 07:08:00,428,1,1,7,560,9608,18,32
Drill,missing,325,Case259,deviant,Turning & Milling Q.C.,ID4618,D,Quality Check 1,185,0,1,2012-01-24 10:32:00,632,1,1,10,204,9812,19,32
Plug,missing,13,Case26,deviant,Turning & Milling - Machine 4,ID4167,S,Machine 4 - Turning & Milling,0,0,40,2012-01-17 17:57:00,1077,1,1,17,0,0,1,35
Plug,missing,13,Case26,deviant,Turning & Milling - Machine 4,ID4794,S,Machine 4 - Turning & Milling,1,0,147,2012-01-17 22:36:00,1356,1,1,22,279,279,2,35
Plug,missing,13,Case26,deviant,Turning & Milling - Machine 4,ID4794,B,Machine 4 - Turning & Milling,0,0,475,2012-01-18 06:32:00,392,1,2,6,476,755,3,36
Plug,missing,13,Case26,deviant,Turning & Milling - Machine 4,ID4932,S,Machine 4 - Turning & Milling,0,0,81,2012-01-18 21:34:00,1294,1,2,21,902,1657,4,37
Plug,missing,13,Case26,deviant,Turning & Milling - Machine 4,ID4932,D,Machine 4 - Turning & Milling,12,0,296,2012-01-19 02:30:00,150,1,3,2,296,1953,5,36
Ballnut,missing,315,Case260,deviant,Turning & Milling - Machine 6,ID4529,S,Machine 6 - Turning & Milling,0,0,150,2012-01-09 06:30:00,390,1,0,6,0,0,1,30
Ballnut,missing,315,Case260,deviant,Turning & Milling - Machine 6,ID4529,S,Machine 6 - Turning & Milling,1,0,487,2012-01-19 15:14:00,914,1,3,15,14924,14924,2,35
Ballnut,Y,315,Case260,deviant,Turning & Milling - Machine 6,ID4529,D,Machine 6 - Turning & Milling,3,0,41,2012-01-19 15:56:00,956,1,3,15,42,14966,3,35
Ballnut,Y,315,Case260,deviant,Turning & Milling - Machine 6,ID4794,D,Machine 6 - Turning & Milling,6,0,65,2012-01-19 21:15:00,1275,1,3,21,319,15285,4,35
Ballnut,Y,315,Case260,deviant,Turning & Milling - Machine 6,ID4529,D,Machine 6 - Turning & Milling,28,0,480,2012-01-21 21:03:00,1263,1,5,21,2868,18153,5,35
Ballnut,Y,315,Case260,deviant,Turning & Milling - Machine 6,ID4641,D,Machine 6 - Turning & Milling,39,0,423,2012-01-22 06:31:00,391,1,6,6,568,18721,6,33
Ballnut,Y,315,Case260,deviant,Turning & Milling Q.C.,ID4618,D,Quality Check 1,0,0,313,2012-01-22 12:13:00,733,1,6,12,342,19063,7,33
